0.053514768,0.052899316,0.052301989,0.051830401,0.051085878,0.050869983,0.050985735,0.050947174,0.050797582,0.051035177,0.051781294,0.05273061,0.054624581,0.05731557,4.05
0.052585466,0.051658372,0.051014908,0.050398145,0.049826834,0.04944369,0.049478205,0.049215118,0.049247885,0.049442764,0.050154543,0.05152787,0.052958879,0.055536619,3.28
0.05190203,0.050812342,0.050271959,0.049518794,0.048750677,0.048669193,0.048562352,0.048421564,0.048054875,0.048371267,0.049048639,0.050026421,0.051640335,0.054192329,3.63
0.052066584,0.051138118,0.050749762,0.050163648,0.049630604,0.049418403,0.049505341,0.049400948,0.04938672,0.049715079,0.049994877,0.05123236,0.052679294,0.055030776,3.66
0.049850076,0.049096297,0.048772758,0.047906903,0.047414819,0.047220651,0.047239822,0.04708073,0.047087477,0.047173688,0.047669038,0.048767711,0.050176461,0.052343423,3.49
0.050779029,0.049723388,0.049414766,0.048671973,0.047992094,0.047735819,0.047670236,0.047592508,0.047576766,0.047741649,0.048316768,0.049281943,0.050668332,0.052896608,4.02
0.060922459,0.060281198,0.060159411,0.059492875,0.059166948,0.059021204,0.05899133,0.058991597,0.059112822,0.059725723,0.060783332,0.062270417,0.064118301,0.067162974,3.34
0.05702151,0.056093382,0.055624904,0.055218587,0.05478812,0.05425133,0.054319359,0.05413931,0.054073021,0.05458147,0.055532493,0.056930859,0.058849017,0.061660667,2.86
0.053926923,0.05322789,0.052474137,0.051513122,0.051077792,0.05032092,0.05067628,0.050159616,0.050118363,0.050116354,0.051089378,0.052184169,0.054021566,0.056943969,4.35
0.055079736,0.054008388,0.053271778,0.05246118,0.05179397,0.051306942,0.051190718,0.050810431,0.050562796,0.050638438,0.051489581,0.052426926,0.054336815,0.057072539,5.46
0.0559402,0.054945576,0.054117651,0.053453369,0.052756281,0.052343563,0.052273244,0.052095579,0.051851554,0.052058394,0.052630142,0.053884681,0.055793755,0.05848916,4.95
0.058818276,0.05785999,0.057336259,0.05643792,0.056028618,0.055507052,0.055631323,0.055451423,0.055311277,0.055689628,0.056480443,0.057555851,0.05945679,0.062106822,4.59
0.050399982,0.049601114,0.049120635,0.048521866,0.047893659,0.0473951,0.047413763,0.047205101,0.047072505,0.047455018,0.048022604,0.049203777,0.050899244,0.053387255,2.28
0.052017743,0.051330997,0.050608918,0.049935669,0.049431995,0.049002109,0.049044997,0.048932331,0.048796491,0.04910035,0.049735721,0.050777021,0.052322091,0.054776761,3.06
0.05098864,0.050145977,0.049716896,0.049070386,0.048516115,0.04828406,0.048259519,0.048021775,0.047874169,0.048059942,0.04878193,0.049648058,0.051322791,0.053634712,3.27
0.051482851,0.05095784,0.050407311,0.04999291,0.049255699,0.049223515,0.049098626,0.049147166,0.048900361,0.049417134,0.050236669,0.051117268,0.052461581,0.054768862,3.54
0.050843522,0.0502107,0.049156065,0.04853467,0.048481099,0.048803226,0.048330753,0.048002453,0.04766136,0.048103185,0.04855177,0.049481569,0.051097036,0.053252822,2.69
0.051842961,0.051341675,0.050833407,0.050222431,0.04977101,0.049787965,0.049898812,0.049786409,0.04972851,0.050019362,0.050621281,0.051688344,0.053279139,0.055539935,3.54
0.05426072,0.053614699,0.053038257,0.052464489,0.051889469,0.051523377,0.051531198,0.051224174,0.051117815,0.051343306,0.052139226,0.053428722,0.055582019,0.058510258,2.23
0.052906242,0.051988735,0.051486532,0.050741378,0.050057794,0.049528018,0.049283968,0.049091278,0.048839805,0.048919333,0.049600499,0.050814361,0.052624747,0.05560917,4.37
0.054148682,0.053459828,0.052878089,0.052354158,0.051725865,0.051415307,0.051282781,0.051038567,0.050863018,0.051171667,0.051774246,0.053119264,0.054919894,0.05789126,1.78
0.055336133,0.054966807,0.054682155,0.053987123,0.053360795,0.053267388,0.053139588,0.053030632,0.053014834,0.053353124,0.054174613,0.055449764,0.057389233,0.060120179,2.57
0.058828054,0.058192952,0.057715969,0.057128872,0.056635774,0.056182215,0.056602286,0.056236321,0.056232747,0.056786271,0.05739673,0.058700198,0.060754815,0.06327698,3.31
0.057335686,0.056528698,0.056158929,0.055768346,0.055263146,0.055095338,0.055186464,0.054814853,0.054834914,0.055243128,0.056151193,0.057126391,0.059099558,0.061702161,3.14
0.0340249,0.033413492,0.033045956,0.032707626,0.032371658,0.032332834,0.032516471,0.032689295,0.032655233,0.033145415,0.03393657,0.035192961,0.036523935,0.03872057,5.186923812
0.029137062,0.028375162,0.027715225,0.027045087,0.02645027,0.02620676,0.026184398,0.026051337,0.026011953,0.02614739,0.026755195,0.027526789,0.028763796,0.030617539,7.753581886
0.028153447,0.027205496,0.026621136,0.025960742,0.025407773,0.025014641,0.024891746,0.024781784,0.02457805,0.024815974,0.025165695,0.026224139,0.027295274,0.029012729,6.343627927
